"FileName","NB_whistle_mean_time","nbVolume","Study_Area","SiteID","Site_Number","Recording_Time","Date_Time","Date","Time"
"LC_ARU4_20240625_062500.wav",242.07,-3.71,"LC","ARU4",4,"0625",2024-06-25 06:29:02.07,2024-06-25,"06:29:02"
"LC_ARU4_20240625_062500.wav",246.9,-4,"LC","ARU4",4,"0625",2024-06-25 06:29:06.9,2024-06-25,"06:29:06"
"LC_ARU4_20240625_062500.wav",260.46,-4.05,"LC","ARU4",4,"0625",2024-06-25 06:29:20.46,2024-06-25,"06:29:20"
"LC_ARU4_20240625_062500.wav",269.75,-3.82,"LC","ARU4",4,"0625",2024-06-25 06:29:29.75,2024-06-25,"06:29:29"
"LC_ARU4_20240625_062500.wav",279.78,-4.86,"LC","ARU4",4,"0625",2024-06-25 06:29:39.78,2024-06-25,"06:29:39"
"LC_ARU4_20240625_062500.wav",287.58,-3.83,"LC","ARU4",4,"0625",2024-06-25 06:29:47.58,2024-06-25,"06:29:47"
"LC_ARU4_20240625_062500.wav",296.68,-4.9,"LC","ARU4",4,"0625",2024-06-25 06:29:56.68,2024-06-25,"06:29:56"
"LC_ARU4_20240625_062500.wav",301.14,-3.89,"LC","ARU4",4,"0625",2024-06-25 06:30:01.14,2024-06-25,"06:30:01"
"LC_ARU4_20240625_062500.wav",314.89,-5.09,"LC","ARU4",4,"0625",2024-06-25 06:30:14.89,2024-06-25,"06:30:14"
"LC_ARU4_20240625_062500.wav",329.75,-3.96,"LC","ARU4",4,"0625",2024-06-25 06:30:29.75,2024-06-25,"06:30:29"
"LC_ARU4_20240625_062500.wav",336.06,-4.88,"LC","ARU4",4,"0625",2024-06-25 06:30:36.06,2024-06-25,"06:30:36"
"LC_ARU4_20240625_062500.wav",348.14,-4.06,"LC","ARU4",4,"0625",2024-06-25 06:30:48.14,2024-06-25,"06:30:48"
"LC_ARU4_20240625_062500.wav",364.11,-4.02,"LC","ARU4",4,"0625",2024-06-25 06:31:04.11,2024-06-25,"06:31:04"
"LC_ARU4_20240625_062500.wav",370.06,-4.08,"LC","ARU4",4,"0625",2024-06-25 06:31:10.06,2024-06-25,"06:31:10"
"LC_ARU4_20240625_062500.wav",381.76,-4.16,"LC","ARU4",4,"0625",2024-06-25 06:31:21.76,2024-06-25,"06:31:21"
"LC_ARU4_20240625_062500.wav",388.63,-3.97,"LC","ARU4",4,"0625",2024-06-25 06:31:28.63,2024-06-25,"06:31:28"
"LC_ARU4_20240625_062500.wav",394.39,-4.16,"LC","ARU4",4,"0625",2024-06-25 06:31:34.39,2024-06-25,"06:31:34"
"LC_ARU4_20240625_062500.wav",405.54,-3.94,"LC","ARU4",4,"0625",2024-06-25 06:31:45.54,2024-06-25,"06:31:45"
"LC_ARU4_20240625_062500.wav",446.22,-3.88,"LC","ARU4",4,"0625",2024-06-25 06:32:26.22,2024-06-25,"06:32:26"
"LC_ARU4_20240625_062500.wav",635.32,-5.26,"LC","ARU4",4,"0625",2024-06-25 06:35:35.32,2024-06-25,"06:35:35"
"LC_ARU4_20240625_062500.wav",662.26,-5.01,"LC","ARU4",4,"0625",2024-06-25 06:36:02.26,2024-06-25,"06:36:02"
"LC_ARU4_20240625_062500.wav",891.3,-4.86,"LC","ARU4",4,"0625",2024-06-25 06:39:51.3,2024-06-25,"06:39:51"
"LC_ARU4_20240625_062500.wav",901.51,-5.88,"LC","ARU4",4,"0625",2024-06-25 06:40:01.51,2024-06-25,"06:40:01"
"LC_ARU4_20240625_062500.wav",927.15,-4.7,"LC","ARU4",4,"0625",2024-06-25 06:40:27.15,2024-06-25,"06:40:27"
"LC_ARU4_20240625_062500.wav",931.24,-5.76,"LC","ARU4",4,"0625",2024-06-25 06:40:31.24,2024-06-25,"06:40:31"
"LC_ARU4_20240625_062500.wav",964.49,-4.38,"LC","ARU4",4,"0625",2024-06-25 06:41:04.49,2024-06-25,"06:41:04"
"LC_ARU4_20240625_062500.wav",980.65,-4.5,"LC","ARU4",4,"0625",2024-06-25 06:41:20.65,2024-06-25,"06:41:20"
"LC_ARU4_20240625_062500.wav",989.75,-4.47,"LC","ARU4",4,"0625",2024-06-25 06:41:29.75,2024-06-25,"06:41:29"
"LC_ARU4_20240625_062500.wav",998.11,-4.69,"LC","ARU4",4,"0625",2024-06-25 06:41:38.11,2024-06-25,"06:41:38"
"LC_ARU4_20240625_062500.wav",1007.58,-4.58,"LC","ARU4",4,"0625",2024-06-25 06:41:47.58,2024-06-25,"06:41:47"
"LC_ARU4_20240625_062500.wav",1052.54,-4.41,"LC","ARU4",4,"0625",2024-06-25 06:42:32.54,2024-06-25,"06:42:32"
"LC_ARU4_20240625_062500.wav",1069.44,-4.7,"LC","ARU4",4,"0625",2024-06-25 06:42:49.44,2024-06-25,"06:42:49"
"LC_ARU4_20240625_062500.wav",1410.12,-5.19,"LC","ARU4",4,"0625",2024-06-25 06:48:30.12,2024-06-25,"06:48:30"
"LC_ARU4_20240625_062500.wav",1457.31,-5.68,"LC","ARU4",4,"0625",2024-06-25 06:49:17.31,2024-06-25,"06:49:17"
